0.17248,0.0050406,9.9416,0.043082,0.038497,0.063402
-1.0102,-10.353,80.297,0.60692,0.35078,1.4211e-14
-0.58431,-0.24353,45.021,0.77512,0.51794,35.276
10.67,-15.661,-9.2787,14.335,11.619,14.288
-15.635,-5.0251,0.90875,21.079,8.9214,7.4442
-0.53773,-10.29,13.407,2.0363,0.72791,30.005
0.88015,14.022,-1.1299,4.0492,9.0246,9.3507
-0.92877,-14.081,3.7613,2.8657,19.53,5.7565
-5.4035,-3.0597,67.486,2.7851,4.534,28.65
-0.64314,-2.6244,-9.9477,0.044057,0.046676,0.06712
-6.2168,7.0486,80.297,0.63938,0.43448,1.4211e-14
-9.8753,-4.7897,-9.2052,4.6977,3.5371,17.698
6.5787,-7.4722,-1.8041,0.57659,0.46868,0.67097
1.6936,-9.3575,3.8984,2.3817,2.121,15.833
-0.12463,5.5685,13.039,2.5703,2.9448,20.4
0.16835,-0.25579,27.581,0.15218,0.28491,30.435
-9.7863,1.1336,-0.50563,0.13756,0.15366,0.20353
3.1916,8.9086,-1.5936,0.23972,0.14805,0.30973
-1.8631,-9.2641,0.15253,3.5756,3.9063,3.369
-11.082,-5.3136,6.4985,9.7725,4.1473,18.706
9.5974,0.83438,-8.6642,2.5919,0.80803,10.943
-2.7837,-12.565,16.038,7.4996,2.3755,3.9098
-1.1474,-13.422,-9.0777,4.9048,11.502,20.364
-0.63335,-4.9099,9.139,5.7386,13.088,14.232
0.95064,-9.78,-0.46153,0.34386,0.12587,0.31682
7.0694,1.7717,9.7392,7.6549,3.9639,6.5591
3.1071,-8.2564,4.4522,13.404,3.477,6.4525
-2.7508,4.6312,55.641,3.9733,2.7168,34.868
-8.2674,-2.7121,4.3803,0.098734,0.094091,0.10691
-8.3618,-1.3321,35.435,1.894,2.8821,37.933
5.3855,-3.6934,-5.444,2.3305,4.1676,3.2391
-8.2101,4.7837,-3.2807,0.10798,0.07801,0.12266
5.1114,-11.126,-2.3234,7.0849,6.5726,6.3598
-2.6358,-10.43,-2.2384,6.9712,15.485,7.654
7.9641,-0.30256,-6.0028,0.18248,0.15536,0.19116
-0.54378,3.6882,80.297,1.0961,0.86963,1.4211e-14
-9.5143,-4.4248,-3.2785,4.6327,3.4437,7.9588
5.9495,-6.7073,15.492,0.096899,0.10164,0.11337
-2.4525,-9.9291,-2.4989,4.1867,5.3425,7.1047
-3.5202,4.8693,7.6677,0.25746,0.21899,0.25909
8.596,-0.080822,5.2307,0.25939,0.26169,0.51552
-4.8674,9.613,0.92183,3.9768,11.601,2.7532
1.3562,-10.132,3.5059,1.9016,5.4845,2.7666
-2.3461,0.8174,8.8501,3.8651,1.0161,3.3753
-5.4878,-11.996,18.026,0.15683,0.2839,0.15359
1.2554,11.536,1.3771,4.9049,5.5389,7.6957
-3.1283,-9.4203,3.4863,9.0067,4.7727,8.858
-2.6274,2.4271,5.7328,3.0387,3.7203,13.924
2.5599,-9.5915,-0.82783,1.2699,0.76538,1.2809
-10.077,-1.8098,-2.2703,5.9748,2.2314,2.6694
0.87892,1.0297,14.267,2.2767,2.2635,13.835
2.3153,-9.7094,2.8188,3.2948,3.879,7.3738
-0.81971,7.2734,-4.3163,3.3215,2.593,2.6005
-4.5895,2.1818,-8.7695,0.34743,0.37697,0.30869
-2.0002,2.9477,9.1463,0.50809,0.54809,0.7284
0.54252,6.0643,-8.4085,0.058624,0.055222,0.075485
-4.0094,-6.4007,-0.24693,6.0043,7.2295,3.8228
9.6759,-10.407,-10.351,6.9377,7.1287,14.735
-7.2523,3.1299,80.297,1.7423,1.5662,1.4211e-14
5.5893,1.3717,-8.6012,0.27429,0.29394,0.24976
-1.2471,-9.6699,0.35171,0.30764,0.12835,0.28791
1.0721,-8.5619,3.1749,1.4669,3.0637,2.1233
5.8055,-8.5677,-5.7042,3.8377,13.248,4.8086
4.2948,1.2313,8.5083,0.90816,0.79989,0.94458
6.8232,6.198,-2.7117,0.2554,0.25764,0.26775
4.9915,-8.6949,0.19514,1.532,1.1506,1.6958
-13.998,-2.2098,-3.2198,15.345,4.6135,5.6361
1.517,9.6199,-0.83168,1.7806,1.1292,1.8417
-3.6857,-9.6213,5.1775,4.065,9.6642,5.4675
3.0392,-12.467,-5.1887,5.008,7.7519,13.003
-8.9146,-2.7235,-2.7834,0.054476,0.05443,0.066461
-2.175,-14.198,-3.7453,3.7669,15.253,13.114
9.9209,-2.9949,0.14252,0.13782,0.26877,0.39457
2.8505,-6.0442,11.18,3.4611,5.9044,8.4822
-3.1327,-3.3212,16.798,0.11405,0.11696,0.12783
-6.0425,1.6492,-1.1441,7.5171,8.0488,13.425
-4.0095,-8.6991,-0.057193,0.62951,0.40827,0.67314
6.7968,-4.5997,9.7827,0.28602,0.40149,0.37334
4.0172,6.3792,5.3471,0.71793,0.62125,0.8076
-7.1963,-2.4389,6.1081,0.17735,0.18106,0.1805
8.2265,-6.1102,-0.37283,0.69705,0.70435,1.0824
0.55938,-9.6312,0.80035,1.3286,0.98076,1.4624
1.6671,-11.868,3.3147,4.6814,6.6043,11.085
-2.2884,5.7599,6.1822,2.5438,2.2739,2.8335
1.5318,11.112,-3.9252,4.2228,6.1282,9.1968
-0.30242,0.49172,-10.276,0.083168,0.081952,0.088711
3.2055,3.627,-9.119,0.33289,0.28605,0.3689
2.185,-5.7391,-6.1292,2.8069,3.5271,3.5125
-1.2289,-11.02,-4.2464,3.8746,6.3808,13.013
-3.4933,-6.2256,4.3934,3.9262,3.4187,3.818
-0.29191,-11.51,-1.786,5.6266,7.3853,6.8326
4.847,-2.0639,7.7035,0.29418,0.25946,0.29177
2.5386,-9.5591,0.53384,1.588,1.1012,1.6842
5.4004,-2.0335,-8.5332,0.38082,0.34519,0.29343
-7.1654,-3.5206,3.362,11.417,5.7335,12
1.2953,-6.3678,5.969,4.1441,6.3466,15.101
-0.98512,-9.7877,-1.7491,2.81,3.1611,4.608
-1.0119,1.1613,10.614,2.4724,1.2971,5.5473
0.22392,-0.13566,21.728,0.063154,0.27332,26.193
-1.0635,-1.0081,-4.5263,1.5734,0.93509,8.7624
-4.0224,4.9973,10.522,9.703,4.6177,4.9354
-5.4182,-16.818,1.2749,6.5057,15.459,11.614
0.81021,-9.7174,0.99146,2.062,4.9898,3.178
6.0947,4.6693,0.26245,2.7855,2.699,4.7497
-8.3843,0.15949,5.157,0.32854,0.26793,0.31659
2.0069,-9.9262,0.55462,3.8633,4.5061,4.8181
0.77391,-11.499,-0.56198,4.9139,13.59,9.1342
-4.4473,-3.1401,8.1149,0.16933,0.1423,0.20498
6.893,-7.695,-2.0388,3.9517,3.4638,3.6584
-8.3194,-4.796,-0.075432,0.48672,0.70267,0.78418
-8.2557,-4.8709,-1.1322,2.5074,2.4598,2.955
-7.1039,0.62365,-6.2347,1.3848,1.7752,1.5845
-9.1512,-2.7718,-0.02748,4.6967,3.0569,3.5821
9.6656,-2.3831,-2.9652,0.11914,0.15422,0.17791
-5.3922,1.364,2.7537,4.481,3.0277,6.7865
0.86781,0.57702,9.7975,0.044639,0.043779,0.070273
-2.1062,-8.8836,3.0215,0.46372,0.25219,0.37281
-0.60685,9.3211,2.4981,0.27031,0.16151,0.39545
-1.6292,-1.318,-7.9779,3.1662,3.3112,3.9746
-6.5073,-6.9329,0.71864,0.16569,0.13231,0.17084
-5.9849,-7.7738,0.089981,4.4431,3.8028,5.0767
5.8599,1.4052,-7.3291,2.6926,2.704,2.4892
-5.3112,-0.2207,8.1596,0.36622,0.32766,0.52138
0.016252,-0.54883,80.297,0.038404,0.075101,1.4211e-14
3.4101,2.8336,6.6937,3.9769,2.7623,3.4944
9.8266,-2.6907,-1.6278,3.289,3.5933,3.0363
-0.29143,0.73641,9.1845,1.9402,1.5343,2.5938
9.8509,-2.732,-0.64481,1.0309,1.2002,1.8453
-0.027003,-0.69659,13.276,0.26171,0.19924,0.37368
-0.87335,-0.9884,4.1361,0.43369,0.303,3.0826
9.9923,0.1907,-2.6537,0.16504,0.21817,0.23693
-6.093,-7.1994,0.73005,2.3258,2.1582,2.3846
-2.747,0.58845,9.5015,0.088453,0.085704,0.12021
1.743,9.7984,-0.51482,3.854,4.5351,3.961
-8.555,-0.070494,3.5849,2.4294,2.6564,2.9442
2.4734,-9.6549,-0.040595,0.36968,0.12753,0.32824
0.21575,-5.0211,17.909,0.25134,0.23985,0.2254
2.5871,-10.071,80.297,0.95104,0.67244,1.4211e-14
1.961,3.2525,9.0847,0.77306,0.61209,1.014
6.283,-1.4737,-0.53331,3.7473,3.2987,5.9023
8.0774,-15.246,-4.7203,10.141,11.61,8.2186
-6.1087,5.8764,5.0421,0.23369,0.18259,0.24611
-3.701,8.9974,-1.4433,0.28947,0.16682,0.33869
1.1353,1.5416,-9.954,0.15806,0.16336,0.22164
0.88943,11.198,-1.49,4.1391,6.4643,7.2936
-0.2817,3.9192,8.7592,1.6537,1.6701,1.6674
4.8137,-8.8738,0.05353,0.39532,0.20028,0.39952
2.4185,-10.326,-2.3476,3.918,4.4865,8.8297
3.9521,-9.2303,0.73729,2.7579,2.8821,3.3002
-0.94232,-9.3133,80.297,2.9487,3.6579,1.4211e-14
-8.3434,4.669,2.1797,0.24019,0.20256,0.28156
-9.3606,-1.5044,2.4415,0.076405,0.077768,0.12201
-0.70279,-5.7186,17.383,2.4245,2.244,1.6832
-0.018667,-8.4609,4.8847,0.2009,0.11769,0.17428
3.58,-9.0933,-2.3995,0.34515,0.18564,0.31445
-1.91,-9.0002,1.9048,2.6023,2.0863,2.34
2.7091,-1.0147,-9.6775,0.31879,0.2284,0.19212
-5.344,-7.6622,-2.0702,0.52775,0.43041,0.58732
-0.040755,7.109,6.8037,0.32255,0.28099,0.37669
-1.3273,2.61,-9.8825,0.15773,0.13841,0.13446
8.685,2.7556,-4.5537,0.20832,0.25656,0.25006
-8.9364,-2.2177,-1.2567,2.3511,1.9517,2.0691
4.2241,-6.0433,5.7786,2.4422,3.1832,2.5476
6.1934,-4.081,6.7438,0.36593,0.41086,0.40303
-0.10854,-9.1682,14.94,3.5441,3.3476,6.1658
-1.6834,-9.5594,-0.97056,0.4175,0.18397,0.47224
-0.30813,-9.4155,-2.3181,1.3516,1.1128,1.733
-1.604,-4.5945,8.0632,1.1592,1.0825,0.80592
0.56715,-11.594,0.13274,4.1617,9.6308,4.019
2.0698,-2.7243,9.2621,0.052631,0.050847,0.069542
-2.5074,-10.63,-0.12025,4.9092,6.0033,4.7226
3.0795,-1.9024,4.2613,5.4582,5.6377,5.3269
-9.4692,-2.3345,-0.41411,0.23879,0.41369,0.45348
-3.3557,-1.9541,-8.9771,0.17015,0.16053,0.14014
8.8642,-3.5069,3.2035,0.28862,0.35555,0.5399
3.6819,7.7282,-5.1676,0.38594,0.3458,0.46218
0.0035614,4.8744,8.5687,0.26423,0.23685,0.27777
10.03,0.76004,1.2528,0.16384,0.18201,0.31462
2.9757,-8.6785,3.623,0.31354,0.18092,0.33921
0.73952,8.5922,-2.0104,2.625,3.3764,6.1107
7.1187,0.77048,6.8856,0.31242,0.32306,0.60571
-0.024587,2.5945,9.4,0.17361,0.15309,0.16707
0.71141,-9.7141,0.88294,2.3652,2.604,2.7849
3.9944,-8.5148,-2.8421,2.0556,1.9839,2.1841
-2.8896,4.3522,-6.6083,3.2965,2.3296,4.0285
-4.3289,6.0906,-6.7685,0.26677,0.25663,0.29414
-5.4221,1.1974,6.8651,3.1648,2.4288,2.7326
-7.4261,1.4993,-1.8346,4.1774,4.4815,5.0422
7.1014,-0.54906,5.8524,2.2862,2.0681,2.6742
-2.8786,-6.9033,-4.4644,2.8139,3.3581,3.588
-4.5217,-2.6854,80.297,2.151,2.3212,1.4211e-14
1.1079,-9.2124,3.0579,0.59606,0.33377,0.6585
0.18017,1.7966,-0.38724,5.2276,4.3646,7.4021
-3.5766,-8.748,-0.94896,2.2866,2.0271,2.4897
3.0696,-9.6447,-2.3453,3.4045,3.3765,4.8824
2.4666,-9.6111,-1.0367,2.345,2.1597,2.9071
4.3313,-6.5328,-6.3724,0.44028,0.45217,0.40437
-1.5786,-9.5712,-0.40177,1.5603,1.102,1.7309
-2.6113,-1.8057,7.3156,4.5217,4.4565,4.2528
-4.9356,-7.2485,3.6214,0.30441,0.24174,0.26168
